iter	Logloss
193	0.4405879498
194	0.4396430016
195	0.438568306
196	0.4379440308
197	0.4374312401
198	0.4366953373
199	0.4357926846
200	0.4348962307
201	0.4342485428
202	0.433328104
203	0.4326115608
204	0.4320718765
205	0.4312735558
206	0.4304153442
207	0.4300693512
208	0.4293871403
209	0.4290840149
210	0.42821908
211	0.4276061058
212	0.4271703243
213	0.426265192
214	0.4252882004
215	0.4242419243
216	0.4235957146
217	0.4227684975
218	0.4218101978
219	0.4210567474
220	0.4201728344
221	0.4194151402
222	0.4186489105
223	0.4179560661
224	0.417222929
225	0.4163563251
226	0.4156766415
227	0.4150742531
228	0.4142404079
229	0.4136431694
230	0.4129720688
231	0.4127254009
232	0.4117370605
233	0.4111638069
234	0.4102842808
235	0.4097115517
236	0.4090917587
237	0.4085226536
238	0.4078265667
239	0.4072113037
240	0.4065884113
241	0.4057651997
242	0.4049911976
243	0.4041800022
244	0.4032944202
245	0.4028666496
246	0.4022430897
247	0.401580286
248	0.4007218361
249	0.4004936695
250	0.3996581316
251	0.3990905285
252	0.3984739065
253	0.3977099895
254	0.3971271992
255	0.396473527
256	0.3957384348
257	0.3950024128
258	0.3945145845
259	0.3936415195
260	0.3928553581
261	0.3922095537
262	0.3915120125
263	0.3911746502
264	0.3905402184
265	0.3899157524
266	0.3896069527
267	0.3888327122
268	0.388349843
269	0.3875392675
270	0.3869544029
271	0.3863103151
272	0.3857922792
273	0.3852121592
274	0.3845459938
275	0.3845003128
276	0.3839073658
277	0.3833492517
278	0.3825647831
279	0.3820891857
280	0.3813079357
281	0.3807817698
282	0.380109334
283	0.3794790745
284	0.3788358212
285	0.3783398628
286	0.377665782
287	0.3771339655
288	0.3763617039
289	0.3758522511
290	0.3752590656
291	0.3749108315
292	0.3742932558
293	0.3736778259
294	0.3731348038
295	0.3726866722
296	0.3723212719
297	0.3717844486
298	0.3714421511
299	0.3711211681
300	0.3702323198
301	0.3698256969
302	0.369384408
303	0.3688519955
304	0.3683207273
305	0.3674397945
306	0.3668718338
307	0.3664161682
308	0.3656238079
309	0.364788723
310	0.3640372992
311	0.3635438919
312	0.3628954649
313	0.3622626305
314	0.3617043972
315	0.3614284992
316	0.3609825134
317	0.3604014397
318	0.3597773552
319	0.3592874765
320	0.3587804556
321	0.3583476543
322	0.3578960419
323	0.3575672626
324	0.3574491262
325	0.3569195747
326	0.3564854145
327	0.3561723709
328	0.3557381153
329	0.3555005074
330	0.3550534248
331	0.3548394918
332	0.3543564081
333	0.3537120342
334	0.3533183336
335	0.3525732517
336	0.3523474693
337	0.3520854235
338	0.3515635967
339	0.3510957718
340	0.3504070759
341	0.3500237465
342	0.3496530056
343	0.3489897728
344	0.3483252048
345	0.3478416681
346	0.3474574327
347	0.346953392
348	0.3463884354
349	0.3459861755
350	0.345330143
351	0.3448689461
352	0.344333744
353	0.3438108444
354	0.3432504654
355	0.3427122355
356	0.3421929598
357	0.3417202234
358	0.3411370516
359	0.3405857086
360	0.3400877476
361	0.3393605709
362	0.3389195919
363	0.3384500027
364	0.3380658388
365	0.3375715971
366	0.336964798
367	0.3365139484
368	0.3360245466
369	0.3356658936
370	0.335147047
371	0.3345541477
372	0.3341086149
373	0.3339938641
374	0.3334567308
375	0.3329564095
376	0.3325132132
377	0.3321954489
378	0.3316792011
379	0.3312624693
380	0.3308466673
381	0.3306107998
382	0.3302244663
383	0.3298131466
384	0.3291726351
385	0.3285511494
386	0.3279612303
387	0.3274199247
388	0.327125144
389	0.3266149759
390	0.3260135889
391	0.3255036592
392	0.3251590967
393	0.3247836351
394	0.3243630171
395	0.3240415096
396	0.32369771
397	0.3232159615
398	0.3230536222
399	0.3225667477
400	0.3225295305
401	0.3220747948
402	0.3216458321
403	0.3212153912
404	0.3209218979
405	0.320456481
406	0.3200922966
407	0.319656229
408	0.3191234112
409	0.3186789751
410	0.3182958126
411	0.3179746389
412	0.3175474167
413	0.317185092
414	0.3166034698
415	0.3161739826
416	0.3155848026
417	0.3151865482
418	0.3148345947
419	0.3144400597
420	0.313923645
421	0.3135596514
422	0.3130371571
423	0.3126452684
424	0.3121331692
425	0.3115866661
426	0.3111261129
427	0.3107974529
428	0.3104538202
429	0.3100902081
430	0.3096763611
431	0.3093324661
432	0.3089323997
433	0.3084212542
434	0.3080369473
435	0.307824707
436	0.3074046135
437	0.3071160316
438	0.3067801237
439	0.3063752651
440	0.3061388016
441	0.3058752298
442	0.3053598642
443	0.3050232172
444	0.3046670198
445	0.3043851852
446	0.3041508198
447	0.3038505554
448	0.3032430649
449	0.3027692318
450	0.3024639606
451	0.3021129131
452	0.3018351555
453	0.3014349699
454	0.3012476921
455	0.3007846594
456	0.3004798174
457	0.3002310514
458	0.3000522614
459	0.2998136997
460	0.2995565414
461	0.2991676092
462	0.2987760544
463	0.2983282566
464	0.2981065035
465	0.2976672173
466	0.2974007607
467	0.2969207287
468	0.2963750601
469	0.2959844828
470	0.2956270218
471	0.2952761173
472	0.2949382782
473	0.2946043015
474	0.2941986084
475	0.2937306404
476	0.2933379173
477	0.2928465366
478	0.2925649166
479	0.2921337605
480	0.2918020248
481	0.2914330721
482	0.2910101414
483	0.2909072161
484	0.2905515671
485	0.2902120113
486	0.2898954153
487	0.2896257877
488	0.2890918255
489	0.2889240742
490	0.2885934114
491	0.2883297443
492	0.2880058527
493	0.2875466824
494	0.2871589661
495	0.2868721724
496	0.2866686821
497	0.2863771439
498	0.2859817982
499	0.285657692
500	0.2854722738
501	0.2850879192
502	0.2848483324
503	0.2846665621
504	0.2842193127
505	0.2839019537
506	0.2834610462
507	0.2832345486
508	0.2829555511
509	0.2826634884
510	0.2821381569
511	0.2817511559
512	0.2814008474
513	0.2811457157
514	0.2805971146
515	0.2801531553
516	0.2797742367
517	0.2793493032
518	0.2789579868
519	0.2782447577
520	0.2779396057
521	0.2775130272
522	0.277220583
523	0.2770274639
524	0.2767439365
525	0.2765369177
526	0.2761864185
527	0.2758992672
528	0.2755464554
529	0.2752584696
530	0.2750246048
531	0.2746938944
532	0.2746179581
533	0.2744739532
534	0.2740498066
535	0.2739213467
536	0.2736838341
537	0.2735793829
538	0.2733226299
539	0.273042798
540	0.2727295637
541	0.2723369598
542	0.2720688105
543	0.2717503786
544	0.2714971066
545	0.2712229013
546	0.2710212231
547	0.270634079
548	0.2703665495
549	0.2701148987
550	0.2698934317
551	0.2695207119
552	0.2693709135
553	0.2690559149
554	0.2688868046
555	0.2685258627
556	0.268231082
557	0.2679761887
558	0.2678489923
559	0.2677093506
560	0.2674812317
561	0.2673090935
562	0.2671050787
563	0.2668566227
564	0.2665553093
565	0.2662384033
566	0.2659744263
567	0.265820694
568	0.2655753374
569	0.2654486179
570	0.2652907133
571	0.2647922039
572	0.2646846771
573	0.2645244122
574	0.2641295195
575	0.2637791157
576	0.2634654522
577	0.2632462502
578	0.2628751993
579	0.2626290798
580	0.2624191046
581	0.2621288061
582	0.2619928837
583	0.2617041111
584	0.2616199493
585	0.261151123
586	0.260951519
587	0.2606539249
588	0.2603611946
589	0.260182023
590	0.259900403
591	0.259543848
592	0.2593224525
593	0.2590105057
594	0.2587564468
595	0.2585248232
596	0.2583361149
597	0.2579859257
598	0.2578346491
599	0.2576204062
600	0.2572542667
601	0.2567872047
602	0.2565658569
603	0.256280899
604	0.2559908152
605	0.255789423
606	0.255675602
607	0.2555228233
608	0.2553442717
609	0.2551576614
610	0.254867053
611	0.2543747902
612	0.2541930199
613	0.253908968
614	0.2537140131
615	0.2533950329
616	0.2529868126
617	0.2527537107
618	0.2524944305
619	0.2522142649
620	0.2519508362
621	0.2516614914
622	0.2514101982
623	0.2511388302
624	0.2508358002
625	0.250455761
626	0.2501636744
627	0.2498362064
628	0.2495249748
629	0.2493931293
630	0.2491644382
631	0.2487327099
632	0.2484432697
633	0.2482373238
634	0.2479068279
635	0.247716856
636	0.2475583076
637	0.2473669052
638	0.2471389294
639	0.2468165159
640	0.2465679646
641	0.2464664459
642	0.2462656975
643	0.2460534096
644	0.2458390236
645	0.245574069
646	0.2454765797
647	0.2452682018
648	0.245032835
649	0.2449066639
650	0.2446120739
651	0.2444865227
652	0.244311738
653	0.2442373514
654	0.2440365314
655	0.2437170506
656	0.2435299397
657	0.2432929754
658	0.2430482388
659	0.2428027391
660	0.2426017046
661	0.2423175573
662	0.2420384407
663	0.24182477
664	0.2415271044
665	0.241138339
666	0.2408640623
667	0.2406719208
668	0.2404514313
669	0.2402106285
670	0.2399205685
671	0.2395481825
672	0.2392178059
673	0.2390672684
674	0.2387597322
675	0.2385474682
676	0.2383397341
677	0.2380868435
678	0.2379667282
679	0.2377931833
680	0.2374595642
681	0.2372025013
682	0.2370503664
683	0.2369083643
684	0.2366369963
685	0.2364707947
686	0.2362528086
687	0.2359703541
688	0.2356498241
689	0.2353525877
690	0.2348389149
691	0.2346156836
692	0.234382844
693	0.2339262486
694	0.2337739468
695	0.2334693909
696	0.2331847668
697	0.2330826044
698	0.2328349113
699	0.2326849461
700	0.2324003458
701	0.2321521282
702	0.2319032192
703	0.23162148
704	0.2313889027
705	0.2312655926
706	0.2311021566
707	0.2307840347
708	0.2306274891
709	0.2304935455
710	0.2304295301
711	0.2302645683
712	0.230083704
713	0.2299195766
714	0.2296963692
715	0.2295142889
716	0.2293774605
717	0.2291127682
718	0.2288831711
719	0.2286481619
720	0.2283397436
721	0.2279903889
722	0.2276862383
723	0.2275004864
724	0.227240634
725	0.2271121502
726	0.227000761
727	0.2267141104
728	0.2264362335
729	0.2261656284
730	0.2259610415
731	0.2257726669
732	0.2255190134
733	0.2253523827
734	0.2252249241
735	0.2251099825
736	0.2249208689
737	0.224762392
738	0.2245038748
739	0.2243119001
740	0.2240633249
741	0.2237686396
742	0.2232978344
743	0.2231304407
744	0.2229919434
745	0.2228042126
746	0.2226229191
747	0.2223175526
748	0.2220712185
749	0.2219488144
750	0.2217174768
751	0.2214744091
752	0.2213376045
753	0.2212118149
754	0.2209749699
755	0.2206856489
756	0.2204148769
757	0.2202371359
758	0.2200500011
759	0.2197781801
760	0.2196063519
761	0.2194335222
762	0.2191795111
763	0.2189166069
764	0.2188242912
765	0.2187021017
766	0.2184842348
767	0.218241787
768	0.2180399418
769	0.2177405596
770	0.2174735785
771	0.2173485041
772	0.2172403574
773	0.2170390606
774	0.2168238163
775	0.2167247057
776	0.2165093422
777	0.2163702011
778	0.2162206173
779	0.2159642458
780	0.2157431602
781	0.2156831741
782	0.2155206442
783	0.2153009415
784	0.2150643349
785	0.2149721146
786	0.2147424221
787	0.2145470619
788	0.2143616676
789	0.2141877174
790	0.2140873432
791	0.2138613701
792	0.2136635303
793	0.2134830952
794	0.2132642508
795	0.2131525993
796	0.2130218029
797	0.2129863262
798	0.2128602028
799	0.2127578735
800	0.2124783039
801	0.2122590303
802	0.2119879723
803	0.2118823767
804	0.2117450953
805	0.211580801
806	0.2113523722
807	0.2112241745
808	0.2109047413
809	0.2108577728
810	0.2106659412
811	0.210468173
812	0.2102110624
813	0.2098715067
814	0.2096443653
815	0.2094368458
816	0.2093129158
817	0.2091757298
818	0.2090391874
819	0.2086838007
820	0.2085186481
821	0.2083872557
822	0.2082121849
823	0.2080777645
824	0.2078837872
825	0.2076504946
826	0.2075600147
827	0.2073624611
828	0.2073044777
829	0.2070812702
830	0.2069898844
831	0.206764555
832	0.2066470623
833	0.2064879417
834	0.2063395739
835	0.2062185049
836	0.2059314251
837	0.2058251858
838	0.2055567503
839	0.2053857327
840	0.2052909136
841	0.2052128315
842	0.2050377369
843	0.2049132824
844	0.2047226429
845	0.2046150684
846	0.2045264721
847	0.2043478012
848	0.2041878462
849	0.2040822744
850	0.203983736
851	0.2038721323
852	0.2036765575
853	0.2035300255
854	0.2033259869
855	0.2031923294
856	0.2029563904
857	0.2027736664
858	0.2026207447
859	0.2022464275
860	0.2020615578
861	0.2018496275
862	0.2016373158
863	0.2015337467
864	0.2012049198
865	0.2010795116
866	0.2009207249
867	0.2007316113
868	0.2005574226
869	0.2004345894
870	0.2002649307
871	0.2000609398
872	0.2000104189
873	0.1997638583
874	0.1996116877
875	0.1993759036
876	0.1991597891
877	0.199024415
878	0.1986891031
879	0.1985752225
880	0.1984744906
881	0.198299396
882	0.1981889367
883	0.1980989456
884	0.197919631
885	0.1977238536
886	0.1974702001
887	0.1972860456
888	0.1970626831
889	0.1968078136
890	0.1966742754
891	0.1964889169
892	0.1962919354
893	0.1960922956
894	0.1959059
895	0.1956287742
896	0.1954250932
897	0.195244503
898	0.1951496005
899	0.1947509646
900	0.1945505738
901	0.194386518
902	0.1941748023
903	0.193983674
904	0.1937271357
905	0.1935100436
906	0.1933265328
907	0.1932078123
908	0.1929879546
909	0.1926419377
910	0.1924971342
911	0.1923087597
912	0.1920960188
913	0.1919107914
914	0.1918212056
915	0.1916411161
916	0.1914322019
917	0.1913915157
918	0.1911799192
919	0.1909883976
920	0.1908697367
921	0.1906976461
922	0.1904660702
923	0.1903502822
924	0.1901963353
925	0.1901003599
926	0.1898779273
927	0.1897015572
928	0.1896574855
929	0.1894471884
930	0.1893002152
931	0.1892017245
932	0.1890765905
933	0.1889128447
934	0.1887287378
935	0.1885572433
936	0.1884907246
937	0.1882600188
938	0.188154459
939	0.1879238009
940	0.1877933621
941	0.1875501275
942	0.1873339415
943	0.1870455503
944	0.1868673086
945	0.1867143154
946	0.1865338683
947	0.1863872647
948	0.186307478
949	0.1861543536
950	0.1859613776
951	0.1855353475
952	0.1853854418
953	0.1852579236
954	0.1850218534
955	0.1849076033
956	0.1846999645
957	0.1844259024
958	0.1843048215
959	0.1842012763
960	0.1840961695
961	0.1839301109
962	0.1838117123
963	0.1836572647
964	0.1835150361
965	0.1833833337
966	0.1832622528
967	0.1830641747
968	0.1829775333
969	0.1828343153
970	0.1825937867
971	0.1821858883
972	0.1819931984
973	0.1818379879
974	0.1816672802
975	0.18149786
976	0.1813315749
977	0.1811795235
978	0.1810653687
979	0.1809588909
980	0.1807646751
981	0.1805689454
982	0.1803308964
983	0.1801862597
984	0.1800560355
985	0.1799291849
986	0.179697156
987	0.1794468284
988	0.1792270899
989	0.1791456461
990	0.1789139271
991	0.1788114905
992	0.1786952138
993	0.178543973
994	0.1783960104
995	0.1782354593
996	0.1780777454
997	0.1779606223
998	0.1777531624
999	0.1775766969
